provincia;municipio;distrito;seccion;mesa;apellido_desde;apellido_hasta;nombre_colegio;direccion
ZARAGOZA;ALMUNIA DE DOA GODINA (LA);1;2;C;M;Z;PABELLON MULTIUSOS;RONDA CORTES DE ARAGON 3
ZARAGOZA;ALMUNIA DE DOA GODINA (LA);1;3;A;A;K;PABELLON MULTIUSOS;RONDA CORTES DE ARAGON 3
ZARAGOZA;ALMUNIA DE DOA GODINA (LA);1;3;B;L;Z;PABELLON MULTIUSOS;RONDA CORTES DE ARAGON 3
ZARAGOZA;ALMUNIA DE DOA GODINA (LA);2;1;A;A;K;PABELLON MULTIUSOS;RONDA CORTES DE ARAGON 3
ZARAGOZA;ALMUNIA DE DOA GODINA (LA);2;1;B;L;Z;PABELLON MULTIUSOS;RONDA CORTES DE ARAGON 3
ZARAGOZA;ALPARTIR;1;1;U;A;Z;SALON DE ASOCIACIONES DE LA CASA CONSISTORIAL;CALLE CARNECERIAS S/N
ZARAGOZA;AMBEL;1;1;U;A;Z;CENTRO POLIVALENTE;CALLE SAN JUAN 17
ZARAGOZA;ANENTO;1;1;U;A;Z;ESCUELAS NACIONALES;CALLE RAMBLA S/N
ZARAGOZA;ANION;1;1;U;A;Z;ESCUELAS MUNICIPALES;AVDA CONSTITUCION 2
ZARAGOZA;AON DE MONCAYO;1;1;U;A;Z;SALON MULTIUSOS AYUNTAMIENTO;PLAZA ESPAA S/N
ZARAGOZA;ARANDA DE MONCAYO;1;1;U;A;Z;AYUNTAMIENTO;PLAZA MAYOR 1
ZARAGOZA;ARANDIGA;1;1;U;A;Z;CASA CONSISTORIAL;PLAZA MAYOR 1
ZARAGOZA;ARDISA;1;1;U;A;Z;AYUNTAMIENTO;CALLE IGLESIA (LA) S/N
ZARAGOZA;ARIZA;1;1;A;A;L;COLEGIO PUBLICO;CALLE PILAR (DEL) 10
ZARAGOZA;ARIZA;1;1;B;M;Z;COLEGIO PUBLICO;CALLE PILAR (DEL) 10
ZARAGOZA;ARTIEDA;1;1;U;A;Z;SALA POLIVALENTE;CALLE MAYOR 6
ZARAGOZA;ASIN;1;1;U;A;Z;EDIFICIO CASA CONSISTORIAL;CALLE IGLESIA (LA) 1
ZARAGOZA;ATEA;1;1;U;A;Z;AYUNTAMIENTO;CALLE MAYOR 7
ZARAGOZA;ATECA;1;1;A;A;F;COLEGIO VIRGEN DE LA PEANA;PLAZA MESON (DEL) 8
ZARAGOZA;ATECA;1;1;B;G;M;COLEGIO VIRGEN DE LA PEANA;PLAZA MESON (DEL) 8
ZARAGOZA;ATECA;1;1;C;N;Z;COLEGIO VIRGEN DE LA PEANA;PLAZA MESON (DEL) 8
ZARAGOZA;AZUARA;1;1;U;A;Z;ANTIGUA CAMARA AGRARIA;AVDA SAN JOSE 33
ZARAGOZA;BADULES;1;1;U;A;Z;AYUNTAMIENTO;PLAZA IGLESIA S/N
ZARAGOZA;BAGUES;1;1;U;A;Z;AYUNTAMIENTO;CALLE SAN COSME 1
ZARAGOZA;BALCONCHAN;1;1;U;A;Z;CASA DE CULTURA;CALLE POZO 2
ZARAGOZA;BARBOLES;1;1;U;A;Z;ESCUELA NIOS RAMON Y CAJAL;CALLE RAMON Y CAJAL 10
ZARAGOZA;BARDALLUR;1;1;U;A;Z;ESCUELAS (PLANTA BAJA);CALLE ESCUELA (LA) S/N
ZARAGOZA;BELCHITE;1;1;U;A;Z;COMPLEJO ESCOLAR;CALLE FERIAL 6
ZARAGOZA;BELCHITE;1;2;U;A;Z;COMPLEJO ESCOLAR;CALLE FERIAL 6
ZARAGOZA;BELMONTE DE GRACIAN;1;1;U;A;Z;AYUNTAMIENTO;PLAZA BALTASAR GRACIAN S/N
ZARAGOZA;BERDEJO;1;1;U;A;Z;AYUNTAMIENTO;PASEO MANUBLES 1
ZARAGOZA;BERRUECO;1;1;U;A;Z;AYUNTAMIENTO (PLANTA BAJA);PLAZA DIPUTACION (DE LA) S/N
ZARAGOZA;BIJUESCA;1;1;U;A;Z;SALA MULTIUSOS - CASA CONSISTORIAL;PLAZA MAYOR 1
ZARAGOZA;BIOTA;1;1;A;A;K;COLEGIO PUBLICO;CALLE FUENTE 32
ZARAGOZA;BIOTA;1;1;B;L;Z;COLEGIO PUBLICO;CALLE FUENTE 32
ZARAGOZA;BISIMBRE;1;1;U;A;Z;PARQUE MUNICIPAL-CONSULTORIO MEDICO;CALLE AURELIANO ARMINGOL S/N
ZARAGOZA;BOQUIENI;1;1;U;A;Z;CENTRO DE LA TERCERA EDAD;CALLE DIONISIO GARCIA 2
ZARAGOZA;BORDALBA;1;1;U;A;Z;LOCAL SOCIO CULTURAL;CALLE HORNO (DEL) 25
ZARAGOZA;BORJA;1;1;A;A;F;COLEGIO PUBLICO COMARCAL CAMPO DE BORJA;AVDA RAMON Y CAJAL 2
ZARAGOZA;BORJA;1;1;B;G;N;COLEGIO PUBLICO COMARCAL CAMPO DE BORJA;AVDA RAMON Y CAJAL 2
ZARAGOZA;BORJA;1;1;C;O;Z;COLEGIO PUBLICO COMARCAL CAMPO DE BORJA;AVDA RAMON Y CAJAL 2
ZARAGOZA;BORJA;2;1;A;A;F;COLEGIO PUBLICO COMARCAL CAMPO DE BORJA;AVDA RAMON Y CAJAL 2
ZARAGOZA;BORJA;2;1;B;G;O;COLEGIO PUBLICO COMARCAL CAMPO DE BORJA;AVDA RAMON Y CAJAL 2
ZARAGOZA;BORJA;2;1;C;P;Z;COLEGIO PUBLICO COMARCAL CAMPO DE BORJA;AVDA RAMON Y CAJAL 2
ZARAGOZA;BOTORRITA;1;1;U;A;Z;AYUNTAMIENTO-PLANTA BAJA;CALLE FONTANA 2
ZARAGOZA;BREA DE ARAGON;1;1;A;A;B;AYUNTAMIENTO;PLAZA ESPAA 2
ZARAGOZA;BREA DE ARAGON;1;1;B;C;L;AYUNTAMIENTO;PLAZA ESPAA 2
ZARAGOZA;BREA DE ARAGON;1;1;C;M;Z;AYUNTAMIENTO;PLAZA ESPAA 2
ZARAGOZA;BUBIERCA;1;1;U;A;Z;SALON AYUNTAMIENTO;PLAZA GOYA (DE) 1
ZARAGOZA;BUJARALOZ;1;1;A;A;L;AYUNTAMIENTO-SALON DE ACTOS;CALLE MAYOR 1
ZARAGOZA;BUJARALOZ;1;1;B;M;Z;AYUNTAMIENTO-SALON DE ACTOS;CALLE MAYOR 1
ZARAGOZA;BULBUENTE;1;1;U;A;Z;CENTRO DE DIA;CALLE IGLESIA 22
ZARAGOZA;BURETA;1;1;U;A;Z;COLEGIO PUBLICO CRA LAS VIAS;CALLE CONDE DE BURETA 27
ZARAGOZA;BURGO DE EBRO (EL);1;1;A;A;L;CENTRO MULTIUSOS CEMUBE;CALLE TERUEL S/N
ZARAGOZA;BURGO DE EBRO (EL);1;1;B;M;Z;CENTRO MULTIUSOS CEMUBE;CALLE TERUEL S/N
ZARAGOZA;BURGO DE EBRO (EL);1;2;A;A;K;CENTRO MULTIUSOS CEMUBE;CALLE TERUEL S/N
ZARAGOZA;BURGO DE EBRO (EL);1;2;B;L;Z;CENTRO MULTIUSOS CEMUBE;CALLE TERUEL S/N
ZARAGOZA;BUSTE (EL);1;1;U;A;Z;SALON CULTURAL (ANTIGUAS ESCUELAS);CTRA TARAZONA 14
ZARAGOZA;CABAAS DE EBRO;1;1;U;A;Z;CENTRO CIVICO. LUDOTECA MUNICIPAL;PLAZA UNIDAD MILITAR DE EMERGENCIAS S/N
ZARAGOZA;CABOLAFUENTE;1;1;U;A;Z;ESCUELAS DE NIOS;CALLE ESCUELAS S/N
ZARAGOZA;CADRETE;1;1;A;A;F;C.E.I.P. CASTILLO QADRIT;CALLE MIGUEL SERVET 3
ZARAGOZA;CADRETE;1;1;B;G;M;C.E.I.P. CASTILLO QADRIT;CALLE MIGUEL SERVET 3
ZARAGOZA;CADRETE;1;1;C;N;Z;C.E.I.P. CASTILLO QADRIT;CALLE MIGUEL SERVET 3
ZARAGOZA;CADRETE;1;2;A;A;K;C.E.I.P. CASTILLO QADRIT;CALLE MIGUEL SERVET 3
ZARAGOZA;CADRETE;1;2;B;L;Z;C.E.I.P. CASTILLO QADRIT;CALLE MIGUEL SERVET 3
ZARAGOZA;CALATAYUD;1;1;A;A;L;PABELLON B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
ZARAGOZA;CALATAYUD;1;1;B;M;Z;PABELLON B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
ZARAGOZA;CALATAYUD;1;2;A;A;K;PABELLON B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
ZARAGOZA;CALATAYUD;1;2;B;L;Z;PABELLON B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
ZARAGOZA;CALATAYUD;1;3;A;A;L;U.N.E.D.;AVDA SAN JUAN EL REAL 3
ZARAGOZA;CALATAYUD;1;3;B;M;Z;U.N.E.D.;AVDA SAN JUAN EL REAL 3
ZARAGOZA;CALATAYUD;1;4;A;A;K;COLEGIO GOYA;CALLE SANTANDER MEDITERRANEO 25
ZARAGOZA;CALATAYUD;1;4;B;L;N;COLEGIO GOYA;CALLE SANTANDER MEDITERRANEO 25
ZARAGOZA;CALATAYUD;1;4;C;O;Z;COLEGIO GOYA;CALLE SANTANDER MEDITERRANEO 25
ZARAGOZA;CALATAYUD;1;5;A;A;L;PABELLON B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
ZARAGOZA;CALATAYUD;1;5;B;M;Z;PABELLON B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
ZARAGOZA;CALATAYUD;1;6;A;A;K;PABELLON B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
ZARAGOZA;CALATAYUD;1;6;B;L;Z;PABELLON B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
ZARAGOZA;CALATAYUD;2;1;A;A;L;AULA CULTURAL SAN BENITO;PLAZA ALCALDE JOSE GALINDO ANTON 1
ZARAGOZA;CALATAYUD;2;1;B;M;Z;AULA CULTURAL SAN BENITO;PLAZA ALCALDE JOSE GALINDO ANTON 1
ZARAGOZA;CALATAYUD;2;2;A;A;L;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
ZARAGOZA;CALATAYUD;2;2;B;M;Z;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
ZARAGOZA;CALATAYUD;2;3;A;A;L;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
ZARAGOZA;CALATAYUD;2;3;B;M;Z;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
ZARAGOZA;CALATAYUD;2;4;A;A;K;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
ZARAGOZA;CALATAYUD;2;4;B;L;Z;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
ZARAGOZA;CALATAYUD;2;5;A;A;L;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
ZARAGOZA;CALATAYUD;2;5;B;M;Z;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
ZARAGOZA;CALATAYUD;3;1;U;A;Z;AULA CULTURAL SAN BENITO;PLAZA ALCALDE JOSE GALINDO ANTON 1
ZARAGOZA;CALATAYUD;3;2;U;A;Z;COLEGIO SALVADOR MINGUIJON;EXTRM SORIA 35
ZARAGOZA;CALATAYUD;4;1;U;A;Z;COLEGIO BALTASAR GRACIAN;CTRA VALENCIA 13
ZARAGOZA;CALATORAO;1;1;U;A;Z;COLEGIO DOMINGO JIMENEZ BELTRAN;CALLE BRUNO SOLANO S/N
ZARAGOZA;CALATORAO;1;2;A;A;K;COLEGIO DOMINGO JIMENEZ BELTRAN;CALLE BRUNO SOLANO S/N
ZARAGOZA;CALATORAO;1;2;B;L;Z;COLEGIO DOMINGO JIMENEZ BELTRAN;CALLE BRUNO SOLANO S/N
ZARAGOZA;CALCENA;1;1;U;A;Z;AYUNTAMIENTO-LOCAL DE REUNIONES;PLAZA SEVERINO AZNAR S/N
ZARAGOZA;CALMARZA;1;1;U;A;Z;AYUNTAMIENTO;CALLE RINCON S/N
ZARAGOZA;CAMPILLO DE ARAGON;1;1;U;A;Z;CONSULTORIO MEDICO;PLAZA SAN ANTON 4
ZARAGOZA;CARENAS;1;1;U;A;Z;AYUNTAMIENTO;CALLE ALCAIDIA 2
ZARAGOZA;CARIENA;1;1;A;A;F;CEIP SANTO CRISTO DE SANTIAGO (AULARIO INFANTIL);CALLE SAINT PIERRE DÕOLERON 12
ZARAGOZA;CARIENA;1;1;B;G;M;CEIP SANTO CRISTO DE SANTIAGO (AULARIO INFANTIL);CALLE SAINT PIERRE DÕOLERON 12
ZARAGOZA;CARIENA;1;1;C;N;Z;CEIP SANTO CRISTO DE SANTIAGO (AULARIO INFANTIL);CALLE SAINT PIERRE DÕOLERON 12
ZARAGOZA;CARIENA;2;1;U;A;Z;CEIP SANTO CRISTO DE SANTIAGO (AULARIO INFANTIL);CALLE SAINT PIERRE DÕOLERON 12
ZARAGOZA;CASPE;1;1;U;A;Z;COLEGIO COMPROMISO DE CASPE;PLAZA COMPROMISO 8
ZARAGOZA;CASPE;2;1;U;A;Z;COLEGIO COMPROMISO DE CASPE;PLAZA COMPROMISO 8
ZARAGOZA;CASPE;3;1;A;A;G;CASA DE CULTURA;CALLE GUMA 35
ZARAGOZA;CASPE;3;1;B;H;Z;CASA DE CULTURA;CALLE GUMA 35
ZARAGOZA;CASPE;3;2;A;A;G;CASA DE CULTURA;CALLE GUMA 35
ZARAGOZA;CASPE;3;2;B;H;Z;CASA DE CULTURA;CALLE GUMA 35
ZARAGOZA;CASPE;4;1;A;A;G;COLEGIO PUBLICO ALEJO LOREN;GTA FEDERICO GARCIA LORCA S/N
ZARAGOZA;CASPE;4;1;B;H;Z;COLEGIO PUBLICO ALEJO LOREN;GTA FEDERICO GARCIA LORCA S/N
ZARAGOZA;CASPE;4;2;A;A;F;COLEGIO PUBLICO ALEJO LOREN;GTA FEDERICO GARCIA LORCA S/N
ZARAGOZA;CASPE;4;2;B;G;O;COLEGIO PUBLICO ALEJO LOREN;GTA FEDERICO GARCIA LORCA S/N
ZARAGOZA;CASPE;4;2;C;P;Z;COLEGIO PUBLICO ALEJO LOREN;GTA FEDERICO GARCIA LORCA S/N
ZARAGOZA;CASTEJON DE ALARBA;1;1;U;A;Z;AYUNTAMIENTO;CALLE COSO 3
ZARAGOZA;CASTEJON DE LAS ARMAS;1;1;U;A;Z;AYUNTAMIENTO;PASEO JOAQUIN COSTA 8
ZARAGOZA;CASTEJON DE VALDEJASA;1;1;U;A;Z;AYUNTAMIENTO;PLAZA VIEJA 2
ZARAGOZA;CASTILISCAR;1;1;U;A;Z;ESCUELAS MUNICIPALES;CALLE MAYOR S/N
ZARAGOZA;CERVERA DE LA CAADA;1;1;U;A;Z;AYUNTAMIENTO;PLAZA ESPAA 6
ZARAGOZA;CERVERUELA;1;1;U;A;Z;AYUNTAMIENTO;CALLE MAYOR S/N
ZARAGOZA;CETINA;1;1;U;A;Z;COLEGIO PUBLICO QUEVEDO;CALLE PALLARES 2
ZARAGOZA;CIMBALLA;1;1;U;A;Z;SALON CULTURAL;PLAZA PLAZA 1
ZARAGOZA;CINCO OLIVAS;1;1;U;A;Z;BIBLIOTECA MUNICIPAL;CALLE CURA (DEL) S/N
ZARAGOZA;CLARES DE RIBOTA;1;1;U;A;Z;AYUNTAMIENTO - BAJOS;CALLE REAL 4
ZARAGOZA;CODO;1;1;U;A;Z;CASA CONSISTORIAL;CALLE SAN BERNARDO 3
ZARAGOZA;CODOS;1;1;U;A;Z;ESCUELAS;CALLE MIJOLER S/N
ZARAGOZA;CONTAMINA;1;1;U;A;Z;SALON MULTIUSOS (CENTRO DE 3» EDAD);CALLE REAL 2
ZARAGOZA;COSUENDA;1;1;U;A;Z;CENTRO CULTURAL ÒPILAR BAYONAÓ;CALLE OLMO S/N
ZARAGOZA;CUARTE DE HUERVA;1;1;A;A;F;COLEGIO PUBLICO;CALLE FORO ROMANO 1
ZARAGOZA;CUARTE DE HUERVA;1;1;B;G;M;COLEGIO PUBLICO;CALLE FORO ROMANO 1
ZARAGOZA;CUARTE DE HUERVA;1;1;C;N;Z;COLEGIO PUBLICO;CALLE FORO ROMANO 1
ZARAGOZA;CUARTE DE HUERVA;1;2;A;A;K;COLEGIO PUBLICO;CALLE FORO ROMANO 1
ZARAGOZA;CUARTE DE HUERVA;1;2;B;L;Z;COLEGIO PUBLICO;CALLE FORO ROMANO 1
ZARAGOZA;CUARTE DE HUERVA;1;3;A;A;F;COLEGIO PUBLICO PILAR BAYONA;CALLE FRANCIA S/N
ZARAGOZA;CUARTE DE HUERVA;1;3;B;G;M;COLEGIO PUBLICO PILAR BAYONA;CALLE FRANCIA S/N
ZARAGOZA;CUARTE DE HUERVA;1;3;C;N;Z;COLEGIO PUBLICO PILAR BAYONA;CALLE FRANCIA S/N
ZARAGOZA;CUARTE DE HUERVA;1;4;A;A;F;AUDITORIO;CALLE MONASTERIO DE SIRESA 7
ZARAGOZA;CUARTE DE HUERVA;1;4;B;G;M;AUDITORIO;CALLE MONASTERIO DE SIRESA 7
ZARAGOZA;CUARTE DE HUERVA;1;4;C;N;Z;AUDITORIO;CALLE MONASTERIO DE SIRESA 7
ZARAGOZA;CUARTE DE HUERVA;1;5;A;A;F;AUDITORIO;CALLE MONASTERIO DE SIRESA 7
ZARAGOZA;CUARTE DE HUERVA;1;5;B;G;M;AUDITORIO;CALLE MONASTERIO DE SIRESA 7
ZARAGOZA;CUARTE DE HUERVA;1;5;C;N;Z;AUDITORIO;CALLE MONASTERIO DE SIRESA 7
ZARAGOZA;CUARTE DE HUERVA;1;6;A;A;F;COLEGIO PUBLICO;CALLE FORO ROMANO 1
ZARAGOZA;CUARTE DE HUERVA;1;6;B;G;M;COLEGIO PUBLICO;CALLE FORO ROMANO 1
ZARAGOZA;CUARTE DE HUERVA;1;6;C;N;Z;COLEGIO PUBLICO;CALLE FORO ROMANO 1
ZARAGOZA;CUARTE DE HUERVA;1;7;A;A;L;AUDITORIO;CALLE MONASTERIO DE SIRESA 7
ZARAGOZA;CUARTE DE HUERVA;1;7;B;M;Z;AUDITORIO;CALLE MONASTERIO DE SIRESA 7
ZARAGOZA;CUBEL;1;1;U;A;Z;SALON CASA CONSISTORIAL;CALLE MEDIO 13
ZARAGOZA;CUERLAS (LAS);1;1;U;A;Z;AYUNTAMIENTO;CALLE HORNO A 19
ZARAGOZA;CHIPRANA;1;1;U;A;Z;BIBLIOTECA-BAJOS;CALLE VIRGEN (DE LA) 17
ZARAGOZA;CHODES;1;1;U;A;Z;CENTRO CULTURAL;PLAZA ESPAA 1
ZARAGOZA;DAROCA;1;1;A;A;L;IGLESIA DE ESCOLAPIOS;CALLE MAYOR 2
ZARAGOZA;DAROCA;1;1;B;M;Z;IGLESIA DE ESCOLAPIOS;CALLE MAYOR 2
ZARAGOZA;DAROCA;2;1;A;A;L;CASA DE LA PROVINCIA;CALLE MAYOR 116
ZARAGOZA;DAROCA;2;1;B;M;Z;CASA DE LA PROVINCIA;CALLE MAYOR 116
ZARAGOZA;EJEA DE LOS CABALLEROS;1;1;A;A;K;CENTRO CIVICO;PASEO MURO (DEL) 22
ZARAGOZA;EJEA DE LOS CABALLEROS;1;1;B;L;Z;CENTRO CIVICO;PASEO MURO (DEL) 22
ZARAGOZA;EJEA DE LOS CABALLEROS;1;2;A;A;K;CENTRO DE MAYORES;CALLE LIBERTAD 18
ZARAGOZA;EJEA DE LOS CABALLEROS;1;2;B;L;Z;CENTRO DE MAYORES;CALLE LIBERTAD 18
ZARAGOZA;EJEA DE LOS CABALLEROS;1;4;A;A;K;COLEGIO PUBLICO FERRER Y RACAJ;CALLE ALEGRIA S/N
ZARAGOZA;EJEA DE LOS CABALLEROS;1;4;B;L;Z;COLEGIO PUBLICO FERRER Y RACAJ;CALLE ALEGRIA S/N
ZARAGOZA;EJEA DE LOS CABALLEROS;1;5;A;A;Z;COLEGIO PUBLICO VALAREA;CALLE SAN MIGUEL-VALAREA 11
ZARAGOZA;EJEA DE LOS CABALLEROS;1;5;B;A;Z;CASA DE CULTURA EL BAYO;PLAZA MAYOR-EL BAYO S/N
ZARAGOZA;EJEA DE LOS CABALLEROS;1;5;C;A;Z;SALON DE CINE PINSORO;CALLE ARCO (DEL)-PINSORO 9
ZARAGOZA;EJEA DE LOS CABALLEROS;1;7;A;A;K;COLEGIO NTRA. SRA. DE LA MERCED;CALLE JUSTICIA MAYOR DE ARAGON 51
ZARAGOZA;EJEA DE LOS CABALLEROS;1;7;B;L;Z;COLEGIO NTRA. SRA. DE LA MERCED;CALLE JUSTICIA MAYOR DE ARAGON 51
ZARAGOZA;EJEA DE LOS CABALLEROS;2;1;A;A;H;TEATRO DE LA VILLA;PLAZA OLIVA 16
ZARAGOZA;EJEA DE LOS CABALLEROS;2;1;B;I;Z;TEATRO DE LA VILLA;PLAZA OLIVA 16
ZARAGOZA;EJEA DE LOS CABALLEROS;2;2;A;A;K;SOFEJEA;PLAZA DIPUTACION 2
ZARAGOZA;EJEA DE LOS CABALLEROS;2;2;B;L;Z;SOFEJEA;PLAZA DIPUTACION 2
ZARAGOZA;EJEA DE LOS CABALLEROS;2;3;A;A;K;CENTRO PSICOSOCIAL CINCO VILLAS;CALLE MOLINO BAJO 17
ZARAGOZA;EJEA DE LOS CABALLEROS;2;3;B;L;Z;CENTRO PSICOSOCIAL CINCO VILLAS;CALLE MOLINO BAJO 17
ZARAGOZA;EJEA DE LOS CABALLEROS;2;4;A;A;Z;COLEGIO PUBLICO BARDENAS;PASEO JOTA ARAGONESA (DE LA) 1 D
ZARAGOZA;EJEA DE LOS CABALLEROS;2;4;B;A;Z;SALON CINE SANTA ANASTASIA;CALLE MAYOR-SANTA ANASTASIA 14 D
ZARAGOZA;EJEA DE LOS CABALLEROS;2;4;C;A;Z;COLEGIO PUBLICO RIVAS;AVDA CONSTITUCION (DE LA)-RIVAS 3
ZARAGOZA;EJEA DE LOS CABALLEROS;2;6;A;A;K;ADISCIV;AVDA COSCULLUELA 32
ZARAGOZA;EJEA DE LOS CABALLEROS;2;6;B;L;Z;ADISCIV;AVDA COSCULLUELA 32
ZARAGOZA;EJEA DE LOS CABALLEROS;2;7;A;A;K;CLUB SOCIAL DE LAS ERAS;CALLE ERAS ALTAS 13
ZARAGOZA;EJEA DE LOS CABALLEROS;2;7;B;L;Z;CLUB SOCIAL DE LAS ERAS;CALLE ERAS ALTAS 13
ZARAGOZA;EJEA DE LOS CABALLEROS;2;8;A;A;K;POLIDEPORTIVO MUNICIPAL;PASEO CONSTITUCION (DE LA) 128
ZARAGOZA;EJEA DE LOS CABALLEROS;2;8;B;L;Z;POLIDEPORTIVO MUNICIPAL;PASEO CONSTITUCION (DE LA) 128
ZARAGOZA;EMBID DE ARIZA;1;1;U;A;Z;CAMARA AGRARIA;CALLE SAN MARTIN S/N
ZARAGOZA;ENCINACORBA;1;1;U;A;Z;CENTRO SOCIAL;CALLE LACASA 49
ZARAGOZA;EPILA;1;1;A;A;K;UNIVERSIDAD POPULAR;PLAZA BUENO MONREAL 1
ZARAGOZA;EPILA;1;1;B;L;Z;UNIVERSIDAD POPULAR;PLAZA BUENO MONREAL 1
ZARAGOZA;EPILA;1;2;U;A;Z;GIMNASIO MUNICIPAL;CALLE ESCUELAS 2
ZARAGOZA;EPILA;2;1;A;A;G;AYUNTAMIENTO;PLAZA ESPAA 1
ZARAGOZA;EPILA;2;1;B;H;Z;AYUNTAMIENTO;PLAZA ESPAA 1
ZARAGOZA;EPILA;3;1;A;A;L;DEPENDENCIAS MUNICIPALES;PLAZA ESPAA 1
ZARAGOZA;EPILA;3;1;B;M;Z;DEPENDENCIAS MUNICIPALES;PLAZA ESPAA 1
ZARAGOZA;ERLA;1;1;U;A;Z;GRUPO ESCOLAR GRAL.UNGRIA;PLAZA AUTONOMIA (DE LA) 1
ZARAGOZA;ESCATRON;1;1;A;A;L;PABELLON MUNICIPAL SANTA LUCIA;CALLE SASTAGO (PROLONGACION) S/N
ZARAGOZA;ESCATRON;1;1;B;M;Z;PABELLON MUNICIPAL SANTA LUCIA;CALLE SASTAGO (PROLONGACION) S/N
ZARAGOZA;FABARA;1;1;A;A;K;ESCUELAS PUBLICAS;AVDA JOTA (LA) S/N
ZARAGOZA;FABARA;1;1;B;L;Z;ESCUELAS PUBLICAS;AVDA JOTA (LA) S/N
ZARAGOZA;FARLETE;1;1;U;A;Z;BIBLIOTECA;CALLE HORNO (DEL) S/N
ZARAGOZA;FAYON;1;1;U;A;Z;AYUNTAMIENTO;PLAZA MAYOR S/N
ZARAGOZA;FAYOS (LOS);1;1;U;A;Z;BIBLIOTECA MUNICIPAL;CALLE SANTA LUCIA S/N
ZARAGOZA;FIGUERUELAS;1;1;A;A;K;SALA MULTIUSOS;AVDA ARAGON S/N
ZARAGOZA;FIGUERUELAS;1;1;B;L;Z;SALA MULTIUSOS;AVDA ARAGON S/N
ZARAGOZA;FOMBUENA;1;1;U;A;Z;CASA CONSISTORIAL;CALLE MAYOR 7
ZARAGOZA;FRAGO (EL);1;1;U;A;Z;AYUNTAMIENTO;PLAZA MAYOR 1
ZARAGOZA;FRASNO (EL);1;1;U;A;Z;CENTRO MULTIUSOS DE EL FRASNO;AVDA ZARAGOZA 32
ZARAGOZA;FRESCANO;1;1;U;A;Z;CASA CONSISTORIAL (BAJO DERECHA);PLAZA ESPAA 1
ZARAGOZA;FUENDEJALON;1;1;U;A;Z;CONSULTORIO MEDICO;CALLE CONSTITUCION 2
ZARAGOZA;FUENDETODOS;1;1;U;A;Z;EDIFICIO MUNICIPAL - AYUNTAMIENTO;CALLE CORTES DE ARAGON 7
ZARAGOZA;FUENTES DE EBRO;1;1;A;A;F;AYUNTAMIENTO;PLAZA CONSTITUCION (DE LA) 4
ZARAGOZA;FUENTES DE EBRO;1;1;B;G;M;AYUNTAMIENTO;PLAZA CONSTITUCION (DE LA) 4
ZARAGOZA;FUENTES DE EBRO;1;1;C;N;Z;AYUNTAMIENTO;PLAZA CONSTITUCION (DE LA) 4
ZARAGOZA;FUENTES DE EBRO;1;2;A;A;F;AYUNTAMIENTO;PLAZA CONSTITUCION (DE LA) 4
ZARAGOZA;FUENTES DE EBRO;1;2;B;G;M;AYUNTAMIENTO;PLAZA CONSTITUCION (DE LA) 4
ZARAGOZA;FUENTES DE EBRO;1;2;C;N;Z;AYUNTAMIENTO;PLAZA CONSTITUCION (DE LA) 4
ZARAGOZA;FUENTES DE JILOCA;1;1;U;A;Z;AYUNTAMIENTO-SALON DE ACTOS;CALLE EXCMA.DIPUTACION 19
ZARAGOZA;GALLOCANTA;1;1;U;A;Z;AYUNTAMIENTO-SALON DE ACTOS;CALLE SAN PEDRO S/N
ZARAGOZA;GALLUR;1;1;A;A;L;COLEGIO PUBLICO;CALLE MIGUEL SERVET S/N
ZARAGOZA;GALLUR;1;1;B;M;Z;COLEGIO PUBLICO;CALLE MIGUEL SERVET S/N
ZARAGOZA;GALLUR;2;1;A;A;K;CASA DE CULTURA;CALLE BAJA 2
ZARAGOZA;GALLUR;2;1;B;L;Z;CASA DE CULTURA;CALLE BAJA 2
ZARAGOZA;GELSA;1;1;A;A;K;CASA CONSISTORIAL;PLAZA MAYOR 1
ZARAGOZA;GELSA;1;1;B;L;Z;CASA CONSISTORIAL;PLAZA MAYOR 1
ZARAGOZA;GODOJOS;1;1;U;A;Z;SALON AYUNTAMIENTO;PLAZA PLAZA S/N
